ti_id;titel;jaar;druk;ppn_o;bibliotheek;categorie;_jaar;pers_id;voornaam;voorvoegsel;achternaam;jaar_geboren;jaar_overlijden;geb_datum;overl_datum;geb_plaats;overl_plaats;geb_plaats_code;geb_land_code;overl_plaats_code;overl_land_code;vrouw;url;text_url;maand;genre
andr018zoon04;Een zoon van Friesland, of Nederland gedurende den Spaanschen successieoorlog;1867;1ste druk;393170810;rotte002geme01;1;1867;andr018;P.J.;;Andriessen;1815;1877;17-dec;19-mrt;Den Haag;Amsterdam;denha004;;amste001;;0;https://dbnl.org/tekst/andr018zoon04_01;https://dbnl.org/nieuws/text.php?id=andr018zoon04;;jeugdliteratuur
andr018zoon05;De zoon van den zeeroover, of Hoe de Nederlandsche Republiek groot werd;1864;2de druk;393182797;rotte002geme01;3;1864;andr018;P.J.;;Andriessen;1815;1877;17-dec;19-mrt;Den Haag;Amsterdam;denha004;;amste001;;0;https://dbnl.org/tekst/andr018zoon05_01;https://dbnl.org/nieuws/text.php?id=andr018zoon05;;jeugdliteratuur
andr018dese03;De deserteur, of De Fransche overheersching en Nederlands herstelling, 1810-1813;1863;1ste druk;393171094;rotte002geme01;1;1863;andr018;P.J.;;Andriessen;1815;1877;17-dec;19-mrt;Den Haag;Amsterdam;denha004;;amste001;;0;https://dbnl.org/tekst/andr018dese03_01;https://dbnl.org/nieuws/text.php?id=andr018dese03;;jeugdliteratuur
andr018elba01;Elba en Sint-Helena, of De dubbele val van het Eerste Keizerrijk, 1814-1821;1876;1ste druk;39317106X;rotte002geme01;1;1876;andr018;P.J.;;Andriessen;1815;1877;17-dec;19-mrt;Den Haag;Amsterdam;denha004;;amste001;;0;https://dbnl.org/tekst/andr018elba01_01;https://dbnl.org/nieuws/text.php?id=andr018elba01;;jeugdliteratuur
andr018zoon03;De zoon van den zeeroover, of Hoe de Nederlandsche Republiek groot werd ;1873;3de druk;393185419;rotte002geme01;3;1873;andr018;P.J.;;Andriessen;1815;1877;17-dec;19-mrt;Den Haag;Amsterdam;denha004;;amste001;;0;https://dbnl.org/tekst/andr018zoon03_01;https://dbnl.org/nieuws/text.php?id=andr018zoon03;;jeugdliteratuur
andr018eva_01;Eva;1873;1ste druk;393171027;rotte002geme01;1;1873;andr018;P.J.;;Andriessen;1815;1877;17-dec;19-mrt;Den Haag;Amsterdam;denha004;;amste001;;0;https://dbnl.org/tekst/andr018eva_01_01;https://dbnl.org/nieuws/text.php?id=andr018eva_01;;jeugdliteratuur
andr018lang01;Langs doornen en distelen;1874;1ste druk;393171078;rotte002geme01;1;1874;andr018;P.J.;;Andriessen;1815;1877;17-dec;19-mrt;Den Haag;Amsterdam;denha004;;amste001;;0;https://dbnl.org/tekst/andr018lang01_01;https://dbnl.org/nieuws/text.php?id=andr018lang01;;jeugdliteratuur
andr018lotw01;Lotwisselingen op den troon;1874;1ste druk;393172422;rotte002geme01;1;1874;andr018;P.J.;;Andriessen;1815;1877;17-dec;19-mrt;Den Haag;Amsterdam;denha004;;amste001;;0;https://dbnl.org/tekst/andr018lotw01_01;https://dbnl.org/nieuws/text.php?id=andr018lotw01;;jeugdliteratuur
andr018187001;1870, of De strijd tusschen twee groote volken;1871;1ste druk;393171108;rotte002geme01;1;1871;andr018;P.J.;;Andriessen;1815;1877;17-dec;19-mrt;Den Haag;Amsterdam;denha004;;amste001;;0;https://dbnl.org/tekst/andr018187001_01;https://dbnl.org/nieuws/text.php?id=andr018187001;;jeugdliteratuur
ansl002lees02;Leesboek tot oefening in het kunstmatig lezen. Deel 1;1826;;393201244;haarl001stad01;1;1826;ansl002;Nicolaas;;Anslijn Nz.;1777;1838;12-mei;18-sep;Leiden;Alkmaar;leide001;;alkma001;;0;https://dbnl.org/tekst/ansl002lees02_01;https://dbnl.org/nieuws/text.php?id=ansl002lees02;;jeugdliteratuur
ansl002lees03;Leesboek tot oefening in het kunstmatig lezen. Deel 2 ;1826;;393201236;haarl001stad01;1;1826;ansl002;Nicolaas;;Anslijn Nz.;1777;1838;12-mei;18-sep;Leiden;Alkmaar;leide001;;alkma001;;0;https://dbnl.org/tekst/ansl002lees03_01;https://dbnl.org/nieuws/text.php?id=ansl002lees03;;jeugdliteratuur
ansl002nede01;Nederduitsche spraakkunst voor eerstbeginnenden ;1814;;39317137X;haarl001stad01;1;1814;ansl002;Nicolaas;;Anslijn Nz.;1777;1838;12-mei;18-sep;Leiden;Alkmaar;leide001;;alkma001;;0;https://dbnl.org/tekst/ansl002nede01_01;https://dbnl.org/nieuws/text.php?id=ansl002nede01;;jeugdliteratuur
ansl002nede02;Nederlandsche voorbeelden van deugd;1831-1837;;393168123;haarl001stad01;1;1831;ansl002;Nicolaas;;Anslijn Nz.;1777;1838;12-mei;18-sep;Leiden;Alkmaar;leide001;;alkma001;;0;https://dbnl.org/tekst/ansl002nede02_01;https://dbnl.org/nieuws/text.php?id=ansl002nede02;;jeugdliteratuur
ansl002aanl02;Aanleiding tot de Nederduitsche spraakkunst voor eerstbeginnenden  ;1829;;393189023;haarl001stad01;1;1829;ansl002;Nicolaas;;Anslijn Nz.;1777;1838;12-mei;18-sep;Leiden;Alkmaar;leide001;;alkma001;;0;https://dbnl.org/tekst/ansl002aanl02_01;https://dbnl.org/nieuws/text.php?id=ansl002aanl02;;jeugdliteratuur
ansl002bela01;Belangrijke onderwerpen uit de natuurlijke geschiedenis en aardrijksbeschrijving;1817-1819;;393174476;haarl001stad01;1;1817;ansl002;Nicolaas;;Anslijn Nz.;1777;1838;12-mei;18-sep;Leiden;Alkmaar;leide001;;alkma001;;0;https://dbnl.org/tekst/ansl002bela01_01;https://dbnl.org/nieuws/text.php?id=ansl002bela01;;jeugdliteratuur
ansl002brav05;De brave Maria;1845;16de druk;393173593;haarl001stad01;3;1845;ansl002;Nicolaas;;Anslijn Nz.;1777;1838;12-mei;18-sep;Leiden;Alkmaar;leide001;;alkma001;;0;https://dbnl.org/tekst/ansl002brav05_01;https://dbnl.org/nieuws/text.php?id=ansl002brav05;;jeugdliteratuur
ansl002brav04;De brave Hendrik. Een leesboekje voor jonge kinderen;1877;60ste druk;393167518;rotte002geme01;3;1877;ansl002;Nicolaas;;Anslijn Nz.;1777;1838;12-mei;18-sep;Leiden;Alkmaar;leide001;;alkma001;;0;https://dbnl.org/tekst/ansl002brav04_01;https://dbnl.org/nieuws/text.php?id=ansl002brav04;;jeugdliteratuur
ansl002brav04;De brave Hendrik. Een leesboekje voor jonge kinderen;1877;60ste druk;393167518;rotte002geme01;3;1877;ansl002;Nicolaas;;Anslijn Nz.;1777;1838;12-mei;18-sep;Leiden;Alkmaar;leide001;;alkma001;;0;https://dbnl.org/tekst/ansl002brav04_01;https://dbnl.org/nieuws/text.php?id=ansl002brav04;;proza
hoff059weze01;Wezen en schijn. Een verhaal voor de jeugd;1873;;393182371;rotte002geme01;1;1873;hoff059;Franz;;Hoffmann;1814;1882;;;;;;;;;0;https://dbnl.org/tekst/hoff059weze01_01;https://dbnl.org/nieuws/text.php?id=hoff059weze01;;jeugdliteratuur
andr018valv04;De val van een koningshuis, of het eerste tijdperk van de Fransche Revolutie;1868;2de druk;393171663;rotte002geme01;3;1868;andr018;P.J.;;Andriessen;1815;1877;17-dec;19-mrt;Den Haag;Amsterdam;denha004;;amste001;;0;https://dbnl.org/tekst/andr018valv04_01;https://dbnl.org/nieuws/text.php?id=andr018valv04;;jeugdliteratuur
andr018dage03;De dageraad van een keizerstroon, of Het tweede tijdperk der Fransche revolutie;1877;3de druk;39316750X;rotte002geme01;3;1877;andr018;P.J.;;Andriessen;1815;1877;17-dec;19-mrt;Den Haag;Amsterdam;denha004;;amste001;;0;https://dbnl.org/tekst/andr018dage03_01;https://dbnl.org/nieuws/text.php?id=andr018dage03;;jeugdliteratuur
andr018dora01;Dora en Eduard;1875;1ste druk;393182312;rotte002geme01;1;1875;andr018;P.J.;;Andriessen;1815;1877;17-dec;19-mrt;Den Haag;Amsterdam;denha004;;amste001;;0;https://dbnl.org/tekst/andr018dora01_01;https://dbnl.org/nieuws/text.php?id=andr018dora01;;jeugdliteratuur
ansl001afsc01;Afscheit van Amsterdam;1649;1ste druk;;;1;1649;ansl001;Reyer;;Anslo;1626;1669;;16-mei;Amsterdam;Perugia;amste001;;;itali01;0;https://dbnl.org/tekst/ansl001afsc01_01;https://dbnl.org/nieuws/text.php?id=ansl001afsc01;;poezie
ansl002brav01;De brave Hendrik;1810;1ste druk;39321110X;denha004koni01;1;1810;ansl002;Nicolaas;;Anslijn Nz.;1777;1838;12-mei;18-sep;Leiden;Alkmaar;leide001;;alkma001;;0;https://dbnl.org/tekst/ansl002brav01_01;ansl002brav01_01;2005_09   ;jeugdliteratuur
ansl002syst01;Systematische handleiding tot het onderwijs in de natuurlijke geschiedenis. Deel 3;1821-1822;;393174441;haarl001stad01;1;1821;ansl002;Nicolaas;;Anslijn Nz.;1777;1838;12-mei;18-sep;Leiden;Alkmaar;leide001;;alkma001;;0;https://dbnl.org/tekst/ansl002syst01_01;https://dbnl.org/nieuws/text.php?id=ansl002syst01;;jeugdliteratuur
ansl002syst02;Systematische handleiding tot het onderwijs in de natuurlijke geschiedenis. Deel 2;1820;;39317445X;haarl001stad01;1;1820;ansl002;Nicolaas;;Anslijn Nz.;1777;1838;12-mei;18-sep;Leiden;Alkmaar;leide001;;alkma001;;0;https://dbnl.org/tekst/ansl002syst02_01;https://dbnl.org/nieuws/text.php?id=ansl002syst02;;jeugdliteratuur
ansl002syst03;Systematische handleiding tot het onderwijs in de natuurlijke geschiedenis. Deel 1;1819;;393174468;haarl001stad01;1;1819;ansl002;Nicolaas;;Anslijn Nz.;1777;1838;12-mei;18-sep;Leiden;Alkmaar;leide001;;alkma001;;0;https://dbnl.org/tekst/ansl002syst03_01;https://dbnl.org/nieuws/text.php?id=ansl002syst03;;jeugdliteratuur
ansl002lees01;Leesboek tot oefening in het kunstmatig lezen. Deel 4;1828;;393200981;haarl001stad01;1;1828;ansl002;Nicolaas;;Anslijn Nz.;1777;1838;12-mei;18-sep;Leiden;Alkmaar;leide001;;alkma001;;0;https://dbnl.org/tekst/ansl002lees01_01;https://dbnl.org/nieuws/text.php?id=ansl002lees01;;jeugdliteratuur
_opr004opre01;De oprechte Zandvoorder speel-wagen;1780;1ste druk;393591123;amste001univ01;1;1780;_opr004;anoniem;;Opregte Zandvoorder speelwagen, De;;;;;;;;;;;0;https://dbnl.org/tekst/_opr004opre01_01;_opr004opre01_01;2013_04   ;poezie
_kru003krui01;Kruis gezangen of hemel weg vervattende leeven, lyden en sterven onzes zaligmakers Jezu Christi;ca. 1698;1ste druk;394969383;amste001univ01;1;1698;_kru003;anoniem;;Kruis gezangen of hemel weg;;;;;;;;;;;0;https://dbnl.org/tekst/_kru003krui01_01;_kru003krui01_01;2013_09   ;poezie
_kru003krui02;Kruis gezangen of hemel weg vervattende leeven, lyden en sterven onzes Zaligmakers Jezu Christi (Bassus);ca. 1698;1ste druk;394975022;amste001univ01;1;1698;_kru003;anoniem;;Kruis gezangen of hemel weg;;;;;;;;;;;0;https://dbnl.org/tekst/_kru003krui02_01;https://dbnl.org/nieuws/text.php?id=_kru003krui02;;poezie
_ams015amst02;Amsterdams minne-beekje. Deel 2;1637;1ste druk;;amste001univ01;1;1637;_ams015;anoniem;;Amsterdams minne-beekje;;;;;;;;;;;0;https://dbnl.org/tekst/_ams015amst02_01;_ams015amst02_01;2013_09   ;poezie
_ams015amst03;Amsterdams minne-beekje. Deel 3;1638;1ste druk;;amste001univ01;1;1638;_ams015;anoniem;;Amsterdams minne-beekje;;;;;;;;;;;0;https://dbnl.org/tekst/_ams015amst03_01;_ams015amst03_01;2013_09   ;poezie
_ams015amst05;'t Amsteldams Minne-Beeckie;1645;7de druk;39358951X;denha004koni01;3;1645;_ams015;anoniem;;Amsterdams minne-beekje;;;;;;;;;;;0;https://dbnl.org/tekst/_ams015amst05_01;_ams015amst05_01;2013_11   ;poezie
_cup002cupi01;Cupido's mengel-sangen, inhoudende de nieuwste, en aengenaemste minne-klagten, geneugelijke vryagien, bruylofts, drink en afscheyts-liederen;1707;1ste druk;394969448;amste001univ01;1;1707;_cup002;anoniem;;Cupido's mengel-sangen;;;;;;;;;;;0;https://dbnl.org/tekst/_cup002cupi01_01;_cup002cupi01_01;2013_07   ;poezie
_cup001cupi01;Cupidoos Maegde-Kruyt;1685;1ste druk;39497056X;denha004koni01;1;1685;_cup001;anoniem;;Cupidoos Maegde-Kruyt;;;;;;;;;;;0;https://dbnl.org/tekst/_cup001cupi01_01;_cup001cupi01_01;2012_05   ;poezie
gyse013scha01;De schat der kinderen. Of raedgevingen aen den jeugdigen leeftyd wegens het bewaren der gezondheid overgenomen uit de beste letterkundigen en geneesheren en vermeerder met gezondheids- en opvoedkundige aenteekeningen;1860;1ste druk;396559360;leide001dbnl01;1;1860;gyse013;C.-L.;;Gyselynck;?(19de eeuw);;;;;;;;;;0;https://dbnl.org/tekst/gyse013scha01_01;https://dbnl.org/nieuws/text.php?id=gyse013scha01;;non-fictie
_uit013uitl02;Uitlegkundig woordenboek op de werken van Pieter Korneliszoon Hooft. Tweede deel;1825;1ste druk;394005503;leide001dbnl01;1;1825;_uit013;anoniem;;Uitlegkundig woordenboek op de werken van Pieter Korneliszoon Hooft;;;;;;;;;;;0;https://dbnl.org/tekst/_uit013uitl02_01;https://dbnl.org/nieuws/text.php?id=_uit013uitl02;;sec - taalkunde
will135vlae02;Vlaemsche kunst-schat, ten gebruike der lagere scholen;1845;5de, verbeterde druk;396035655;leide001dbnl01;3;1845;will135;R.;;Willequet;?(19de eeuw);;;;;;;;;;0;https://dbnl.org/tekst/will135vlae02_01;https://dbnl.org/nieuws/text.php?id=will135vlae02;;jeugdliteratuur
_ann005187601;Annuaire de l'Université Catholique de Louvain. Quarantième année;1876;1ste druk;;leide001dbnl01;1;1876;_ann005;;;[tijdschrift] Annuaire de l'Université Catholique de Louvain;;;;;;;;;;;0;https://dbnl.org/tekst/_ann005187601_01;https://dbnl.org/nieuws/text.php?id=_ann005187601;;non-fictie
kess045naar01;Naar 't concours. Een historisch verhaal in luimig gewaad;1880;1ste druk;393478068;maast001univ01;1;1880;kess045;M.J.H.;;Kessels;1858;1932;01-mrt;21-dec;Heerlen;Tilburg;heerl002;;tilbu001;;0;https://dbnl.org/tekst/kess045naar01_01;kess045naar01_01;2015_02   ;proza
_jaa033186801;Publications de la Société Historique et Archéologique dans le duché de Limbourg. Deel 5;1868;1ste druk;;munch001baye01;1;1868;_jaa033;;;[tijdschrift] Jaarboek van Limburgs Geschied- en Oudheidkundig Genootschap;;;;;;;;;;;0;https://dbnl.org/tekst/_jaa033186801_01;_jaa033186801_01;2021_02   ;non-fictie
_jaa033187501;Publications de la Société Historique et Archéologique dans le duché de Limbourg. Deel 12;1875;1ste druk;;wenen001oste01;1;1875;_jaa033;;;[tijdschrift] Jaarboek van Limburgs Geschied- en Oudheidkundig Genootschap;;;;;;;;;;;0;https://dbnl.org/tekst/_jaa033187501_01;_jaa033187501_01;2021_02   ;non-fictie
_jaa033187001;Publications de la Société Historique et Archéologique dans le duché de Limbourg. Deel 7;1870;1ste druk;;annar001univ01;1;1870;_jaa033;;;[tijdschrift] Jaarboek van Limburgs Geschied- en Oudheidkundig Genootschap;;;;;;;;;;;0;https://dbnl.org/tekst/_jaa033187001_01;_jaa033187001_01;2019_05   ;non-fictie
_jaa033187301;Publications de la Société Historique et Archéologique dans le duché de Limbourg. Deel 10;1873;1ste druk;;newyo001newy01;1;1873;_jaa033;;;[tijdschrift] Jaarboek van Limburgs Geschied- en Oudheidkundig Genootschap;;;;;;;;;;;0;https://dbnl.org/tekst/_jaa033187301_01;_jaa033187301_01;2019_05   ;non-fictie
_jaa033jaar01;Jaarboek van Limburgs geschied- en oudheidkundig genootschap / Publications de la société historique et archéologique dans le Limbourg;1864-;1ste druk;;;1;1864;_jaa033;;;[tijdschrift] Jaarboek van Limburgs Geschied- en Oudheidkundig Genootschap;;;;;;;;;;;0;https://dbnl.org/tekst/_jaa033jaar01_01;https://dbnl.org/nieuws/text.php?id=_jaa033jaar01;;non-fictie
wild066uits01;Uit stad en land. Vier verhalen voor de jeugd;ca. 1860-1870;1ste druk;393176347;haarl001stad01;1;1860;wild066;Ottilie;;Wildermuth;;;;;;;;;;;0;https://dbnl.org/tekst/wild066uits01_01;wild066uits01_01;2012_05   ;jeugdliteratuur
_weg001wege01;De wegen der voorzienigheid. Schetsen uit het menschelijk leven;ca. 1870;1ste druk;393181987;rotte002geme01;1;1870;_weg001;anoniem;;De wegen der voorzienigheid. Schetsen uit het menschelijk leven;;;;;;;;;;;0;https://dbnl.org/tekst/_weg001wege01_01;https://dbnl.org/nieuws/text.php?id=_weg001wege01;;jeugdliteratuur
_twe005twee01;Twee-en-vijftig dagen uit de vaderlandsche geschiedenis;1855;1ste druk;393182835;rotte002geme01;1;1855;_twe005;anoniem;;Twee-en-vijftig dagen uit de vaderlandsche geschiedenis;;;;;;;;;;;0;https://dbnl.org/tekst/_twe005twee01_01;https://dbnl.org/nieuws/text.php?id=_twe005twee01;;jeugdliteratuur
brug072slag01;De Slag bij Waterloo aan kinderen verhaald;1865;;393183599;rotte002geme01;3;1865;brug072;B.;van;Bruggen;;;;;;;;;;;0;https://dbnl.org/tekst/brug072slag01_01;https://dbnl.org/nieuws/text.php?id=brug072slag01;;jeugdliteratuur
_gee005ghee01;Gheestelijcke Harmonie;1722;?;394974425;gent_001univ01;3;1722;_gee005;anoniem;;Geestelijcke harmonie;;;;;;;;;;;0;https://dbnl.org/tekst/_gee005ghee01_01;_gee005ghee01_01;2013_07   ;poezie
_som002somm03;Sommighe nieuwe schriftuerlijcke liedekens, ghemaeckt uyt den ouden ende nieuwen testamente,;1593;?;393591271;denha004koni01;3;1593;_som002;anoniem;;Sommighe nieuwe schriftuerlijcke liedekens;;;;;;;;;;;0;https://dbnl.org/tekst/_som002somm03_01;_som002somm03_01;2014_02   ;poezie
dewa007verz01;Verzenboek voor de Nederlandsche jeugd. Bloemlezing uit de beste dichters;ca. 1871;;393182118;rotte002geme01;1;1871;dewa007;P.H.;;Dewald;?(19de eeuw);;;;;;;;;;0;https://dbnl.org/tekst/dewa007verz01_01;https://dbnl.org/nieuws/text.php?id=dewa007verz01;;jeugdliteratuur
pfei011nieu01;Nieuwe karaktertrekken en bijzonderheden uit het leven van vermaarde personen;ca. 1860-1870;;393184463;rotte002geme01;1;1860;pfei011;H.;;Pfeil;;;;;;;;;;;0;https://dbnl.org/tekst/pfei011nieu01_01;https://dbnl.org/nieuws/text.php?id=pfei011nieu01;;jeugdliteratuur
horn052olaf01;Olaf Thorlaksen;1863;;393177491;haarl001stad01;1;1863;horn052;W.O.;von;Horn;;;;;;;;;;;0;https://dbnl.org/tekst/horn052olaf01_01;https://dbnl.org/nieuws/text.php?id=horn052olaf01;;jeugdliteratuur
kind018zome01;Zomeravond-wandelingen. Een boekgeschenk voor de Nederlandsche jeugd;1842;;39316988X;rotte002geme01;1;1842;kind018;Een;;Kindervriend;?(19de eeuw);;;;;;;;;;0;https://dbnl.org/tekst/kind018zome01_01;https://dbnl.org/nieuws/text.php?id=kind018zome01;;jeugdliteratuur
kind018rijm01;Rijmbijbel voor de jeugd;1866;3de druk;393189260;rotte002geme01;3;1866;kind018;Een;;Kindervriend;?(19de eeuw);;;;;;;;;;0;https://dbnl.org/tekst/kind018rijm01_01;https://dbnl.org/nieuws/text.php?id=kind018rijm01;;non-fictie
kind018rijm01;Rijmbijbel voor de jeugd;1866;3de druk;393189260;rotte002geme01;3;1866;kind018;Een;;Kindervriend;?(19de eeuw);;;;;;;;;;0;https://dbnl.org/tekst/kind018rijm01_01;https://dbnl.org/nieuws/text.php?id=kind018rijm01;;jeugdliteratuur
kind018twee01;De twee lieve broertjes. Een boekje voor de kleinen, die aardig beginnen te lezen;1825;;393171795;haarl001stad01;1;1825;kind018;Een;;Kindervriend;?(19de eeuw);;;;;;;;;;0;https://dbnl.org/tekst/kind018twee01_01;https://dbnl.org/nieuws/text.php?id=kind018twee01;;jeugdliteratuur
mace001gesc01;Geschiedenis van een hapje brood;1862;;393182258;rotte002geme01;1;1862;mace001;Jean;;Macé;;;;;;;;;;;0;https://dbnl.org/tekst/mace001gesc01_01;https://dbnl.org/nieuws/text.php?id=mace001gesc01;;jeugdliteratuur
_vro016vrol01;De vrolyke Nederlander, zingende met zyn incréable meisje de hedendaagsche liederen;1800;2de druk;394972864;gent_001univ01;3;1800;_vro016;anoniem;;Vrolyke Nederlander, zingende met zyn incréable meisje de hedendaagsche liederen, De;;;;;;;;;;;0;https://dbnl.org/tekst/_vro016vrol01_01;_vro016vrol01_01;2011_10   ;poezie
_vro016vrol02;De vrolyke Nederlander, zingende met zyn incréable meisje de hedendaagsche liederen;1799;1ste druk;393210782;denha004koni01;1;1799;_vro016;anoniem;;Vrolyke Nederlander, zingende met zyn incréable meisje de hedendaagsche liederen, De;;;;;;;;;;;0;https://dbnl.org/tekst/_vro016vrol02_01;https://dbnl.org/nieuws/text.php?id=_vro016vrol02;;poezie
nier030kana01;De kanarievogel en andere verhalen ;ca. 1880-1890;;393176916;haarl001stad01;1;1880;nier030;Gustav;;Nieritz;;;;;;;;;;;0;https://dbnl.org/tekst/nier030kana01_01;https://dbnl.org/nieuws/text.php?id=nier030kana01;;jeugdliteratuur
nier030koop01;De koopman van Venetië ;ca. 1850-1860;;393176894;haarl001stad01;1;1850;nier030;Gustav;;Nieritz;;;;;;;;;;;0;https://dbnl.org/tekst/nier030koop01_01;https://dbnl.org/nieuws/text.php?id=nier030koop01;;jeugdliteratuur
oort033kind01;Kinderbijbel. Deel 5;1881;;393179834;rotte002geme01;1;1881;oort033;A.J.;;Oort;1838;1917;15-jan;20-dec;Hoorn;Zutphen;hoorn001;;zutph001;;0;https://dbnl.org/tekst/oort033kind01_01;https://dbnl.org/nieuws/text.php?id=oort033kind01;;jeugdliteratuur
oort033kind02;Kinderbijbel. Deel 4;1880;;393179842;rotte002geme01;1;1880;oort033;A.J.;;Oort;1838;1917;15-jan;20-dec;Hoorn;Zutphen;hoorn001;;zutph001;;0;https://dbnl.org/tekst/oort033kind02_01;https://dbnl.org/nieuws/text.php?id=oort033kind02;;jeugdliteratuur
orak001nieu01;Het nieuw vermakelijk rad van avontuur, of koddige voorzeggingen;1852;2de druk;393182134;rotte002geme01;3;1852;orak001;Jan;;Orakel;;;;;;;;;;;0;https://dbnl.org/tekst/orak001nieu01_01;https://dbnl.org/nieuws/text.php?id=orak001nieu01;;jeugdliteratuur
sand116wate01;Het water, zijne werking, en het nut en voordeel dat de menschen er van trekken;1868;;393167631;rotte002geme01;1;1868;bran155;F.G.;;Braner;;;;;;;;;;;0;https://dbnl.org/tekst/sand116wate01_01;https://dbnl.org/nieuws/text.php?id=sand116wate01;;jeugdliteratuur
_ple005leve01;Levensschetsen van vaderlandsche mannen en vrouwen. Deel 3;1842;1ste druk;393189376;haarl001stad01;1;1842;_ple005;anoniem;;Levensschetsen van vaderlandsche mannen en vrouwen : een schoolboek;;;;;;;;;;;0;https://dbnl.org/tekst/_ple005leve01_01;https://dbnl.org/nieuws/text.php?id=_ple005leve01;;jeugdliteratuur
just003soul01;Le soulèvement des Pays-Bas contre la domination espagnole  (1567-1572);1870;1ste druk;393531392;leide001dbnl01;1;1870;just003;Théodore;;Juste;1818;1888;11-jan;10-aug;Brussel;Sint-Gillis;bruss002;;sintg005;;0;https://dbnl.org/tekst/just003soul01_01;https://dbnl.org/nieuws/text.php?id=just003soul01;;non-fictie
hoff059inoo01;In oorlog en vrede;ca. 1870-1880;;393169693;haarl001stad01;1;1870;hoff059;Franz;;Hoffmann;1814;1882;;;;;;;;;0;https://dbnl.org/tekst/hoff059inoo01_01;https://dbnl.org/nieuws/text.php?id=hoff059inoo01;;jeugdliteratuur
hoff059moed01;Moederliefde ;ca. 1870-1880;;393177564;haarl001stad01;1;1870;hoff059;Franz;;Hoffmann;1814;1882;;;;;;;;;0;https://dbnl.org/tekst/hoff059moed01_01;https://dbnl.org/nieuws/text.php?id=hoff059moed01;;jeugdliteratuur
hoff059verh01;Visscher Anton;ca. 1870-1880;1ste druk;393177548;haarl001stad01;1;1870;hoff059;Franz;;Hoffmann;1814;1882;;;;;;;;;0;https://dbnl.org/tekst/hoff059verh01_01;https://dbnl.org/nieuws/text.php?id=hoff059verh01;;jeugdliteratuur
jaek001vrol01;Vrolijke winteravonden voor goede kinderen;1840-1850;;393188531;rotte002geme01;1;1840;jaek001;Ernst;;Jaekel;;;;;;;;;;;0;https://dbnl.org/tekst/jaek001vrol01_01;https://dbnl.org/nieuws/text.php?id=jaek001vrol01;;jeugdliteratuur
lief022wout01;Wouters ontsnapping, of De inneming van Breda in 1590;1880;;393185060;rotte002geme01;1;1880;lief022;J.B.;de;Liefde;1847;1878;;;;;;;;;0;https://dbnl.org/tekst/lief022wout01_01;https://dbnl.org/nieuws/text.php?id=lief022wout01;;jeugdliteratuur
b___001gedi01;Gedichtjes voor de beschaafde jeugd bevattende verjarings-, nieuw-jaars, bruilofts- en albumversjes;1841;;393187888;rotte002geme01;1;1841;b___001;J.A.;van;B.;?(19de eeuw);?(19de eeuw);;;;;;;;;0;https://dbnl.org/tekst/b___001gedi01_01;https://dbnl.org/nieuws/text.php?id=b___001gedi01;;jeugdliteratuur
moet002aanm01;Aan moeders schoot. Proeve van kindergedichtjes;1868;;393172317;rotte002geme01;1;1868;moet002;P.J.;;Moeton;;;;;;;;;;;0;https://dbnl.org/tekst/moet002aanm01_01;https://dbnl.org/nieuws/text.php?id=moet002aanm01;;jeugdliteratuur
stey016oude01;De oude in het bosch. Zes leerzame verhalen voor de jeugd;1841;;39318787X;rotte002geme01;1;1841;stey016;J.;;Steyn;1805;1840;30-nov;18-dec;Amsterdam;Amsterdam;amste001;;amste001;;0;https://dbnl.org/tekst/stey016oude01_01;https://dbnl.org/nieuws/text.php?id=stey016oude01;;jeugdliteratuur
kroe014lees01;Leesboekje voor eerstbeginnende leerlingen, welke volgens de leerwijze van den heer P.J. Prinsen onderwezen worden. Deel 3;1832;;39320121X;haarl001stad01;1;1832;kroe014;H.;;Kroeze Ramaker;?(19de eeuw);;;;;;;;;;0;https://dbnl.org/tekst/kroe014lees01_01;https://dbnl.org/nieuws/text.php?id=kroe014lees01;;jeugdliteratuur
reye004paul01;Paulus ende Barnabas;16de eeuw;1ste druk;;;1;1500;reye004;Willem;;Reyers de Lange;?(16de eeuw);;;;;;;;;;0;https://dbnl.org/tekst/reye004paul01_01;https://dbnl.org/nieuws/text.php?id=reye004paul01;;drama
reye004vloi01;De vloijvanger;16de eeuw;1ste druk;;;1;1500;reye004;Willem;;Reyers de Lange;?(16de eeuw);;;;;;;;;;0;https://dbnl.org/tekst/reye004vloi01_01;https://dbnl.org/nieuws/text.php?id=reye004vloi01;;drama
_hei004heij01;Die Heijlige Kerck tegen Heresije;16de eeuw;;;;1;1500;_hei004;anoniem;;Die Heijlige Kerck tegen Heresije;;;;;;;;;;;0;https://dbnl.org/tekst/_hei004heij01_01;https://dbnl.org/nieuws/text.php?id=_hei004heij01;;drama
_pre003pree01;De preecker;16de eeuw;handschrift;;;1;1500;_pre003;anoniem;;De preecker;;;;;;;;;;;0;https://dbnl.org/tekst/_pre003pree01_01;https://dbnl.org/nieuws/text.php?id=_pre003pree01;;drama
_boe010boer01;Een boer en meester Marten;16de eeuw;;;;1;1500;_boe010;anoniem;;Een boer en meester Marten;;;;;;;;;;;0;https://dbnl.org/tekst/_boe010boer01_01;https://dbnl.org/nieuws/text.php?id=_boe010boer01;;drama
